hotstar_id,title,description,genre,year,age_rating,running_time,seasons,episodes,type
1000087441,Masaan,An intertwined tale of a girl caught making out in a hotel and a young low-caste boy falling in love with an upper-class girl. What's in store for them?,Drama,2015,U/A 16+,97,not present,not present,movie
1000057136,Nirnayam,"When an undercover cop falls in love with the daughter of a gangster that he is chasing, he is forced to choose between his mission and love. What will he pick?",Comedy,1991,U/A 13+,160,not present,not present,movie
1260018161,Sleeping Beauty,"After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break with the help of three good fairies.",Animation,1959,U,75,not present,not present,movie
1000115876,Chadurida Chitaragalu,"Famous painter Chandru takes shelter in Ranga's house and rapes Ganga. He later marries her, but she is not happy.",Drama,1981,U/A 7+,120,not present,not present,movie
1000067436,"I, Me Aur Main","Ishaan, a music producer, is commitment-phobic until he starts feeling a connection with Gauri, his next-door neighbour.",Romance,2013,U/A 13+,100,not present,not present,movie
1260018317,Meet The Robinsons,"Lewis, a brilliant inventor, meets a mysterious stranger named Wilbur Robinson, who whisks him away in a time machine and to track down the Bowler Hat Guy.",Animation,2007,U/A 7+,90,not present,not present,movie
1000095860,Inti Donga,Raja is a young man who aspires to be rich someday and goes to the extent of cheating his own family. What price will he have to pay for his mistakes?,Drama,1987,U/A 13+,142,not present,not present,movie
1000167638,Dadagiri,"Innocent Jeeva gets lured into the underworld. Eventually, he gets caught in the battle between Patas Reddy and Gidda.",Action,2007,U/A 16+,125,not present,not present,movie
1000100307,Punya Dampathulu,"Janaki is an orphan raised by villagers and loved by all. Kalyan is a kind-hearted doctor who falls in love with her. However, a terrible tragedy awaits them.",Drama,1971,U/A 13+,124,not present,not present,movie
1770015451,Tooth Fairy,A bad deed on the part of a tough minor-league hockey player results in an unusual sentence - he must serve one week as a real-life tooth fairy.,Comedy,2010,U/A 7+,97,not present,not present,movie
1836057110,Headphones,A family-oriented film with a message to the younger generation not to overindulge themselves in gadgets.,Drama,2021,U/A 13+,16,not present,not present,movie
1000108937,Ee Puzhayum Kadannu,"Anjali falls in love with Gopi, her neighbour. However, marriage is out of question until her two older sisters have settled down. Will Gopi wait till then?",Romance,1996,U,139,not present,not present,movie
1260023068,World's Greatest Dogs,"This special celebrates amazing dogs and their dedicated owners. And, reveals how some underdogs turned from rejected puppy to thriving star.",Documentary,2015,U/A 7+,43,not present,not present,movie
1260022141,Lamp Life,Lamp Life answers the question of what happened to Bo Peep and her sheep before she makes her comeback in Toy Story 4.,Animation,2020,U,7,not present,not present,movie
1260027170,Ramona and Beezus,"Ramona Quimby, an adventurous young girl, uses her imagination to escape her reality that is quickly spinning out of reach.",Adventure,2010,U/A 7+,103,not present,not present,movie
1770021302,David Cross: The Pride Is Back,"Comedian David Cross promises to skewer anything and everything in this performance, taped live at the Show Box Theater in Seattle.",Standup Comedy,1999,A,52,not present,not present,movie
1000096629,Baa Bega Chandamama,"A bike thief plans a big score by waltzing into a rich man's house. However, before he can lay his hands on the booty, Cupid has other plans.",Romance,2008,U/A 13+,136,not present,not present,movie
1000109207,Pyaar Ka Saagar,"After his parents die, Bishen takes it upon himself to raise his younger brother, Kishen. Things begin to change between the brothers when Kishen falls in love.",Family,1961,U,149,not present,not present,movie
1770004579,Like.Share.Follow,An Internet phenomenon soon discovers that fame can be more of a curse than a blessing after an obsessed fan makes it their mission to find him.,Horror,2017,U/A 16+,86,not present,not present,movie
1000104370,Achan Kompathu Amma Varampathu,"When their children abandon them, life for Murali and Parvathi becomes a challenge, and they have to learn to survive on their own in their old age.",Drama,1995,U/A 7+,154,not present,not present,movie
1260087478,Karam,"A retired assassin, John, marks his return as a criminal one last time for his wife. Will he get sucked back into the dark hole of crime?",Action,2005,U/A 7+,108,not present,not present,movie
1260044065,Old Yeller,"A teenage boy grows to love Old Yeller, a stray yellow dog while helping his mother and younger brother run their Texas homestead while their father is away on a cattle drive.",Drama,1957,U/A 7+,83,not present,not present,movie
1770002716,Bapi Bari Jaa,"Bapi Bari Jaa is a Bengali drama starring Arjun Chakarabarty and Mimi Chakraborty. Five friends, from dysfunctional families, live on the edge. What will happen when love, friendship and careers intermingle with the harsh realities of the world? Watch the full movie, Bapi Bari Jaa, online, only on Hotstar.",Drama,2012,U/A 13+,114,not present,not present,movie
1260018303,"Honey, I Shrunk The Kids",A scientist tries his best to get his shrinking machine to work. Things go awry when he accidentally shrinks his children and throws them in the garbage bin.,Science Fiction,1989,U,89,not present,not present,movie
1000062689,Agraja,"Siddha and IAS officer Charandas face corruption charges at their workplace. When they realise the impact of dishonesty in the system, they decide to fight it.",Drama,2014,U/A 13+,126,not present,not present,movie
1000196111,Sunday Holiday,An aspiring scriptwriter narrates a love story to a film director. His tale traces a series of events as the characters lose and then find love.,Comedy,2017,U/A 7+,128,not present,not present,movie
1660010207,The Princess Diaries,"Mia learns that her deceased father was the crown prince of Principality of Genovia. As heir to the throne, her grandmother insists that she become the ruler.",Comedy,2001,U/A 7+,115,not present,not present,movie
1000115880,Jotheyagi Hithavagi,"For Nachiketa, his mother is his life. However, his wicked neighbour plans to kill her. How will Nachiketa save his mother from evil hands?",Drama,2010,U/A 13+,126,not present,not present,movie
1100017997,Laila O Laila,"While it's love at first for Karthik, Nandhini can barely stand his sight. However, despite rejecting him, she ends up getting engaged to him.",Romance,2014,U/A 13+,139,not present,not present,movie
1000164877,Winter,"Winter is a Malayalam thriller, starring Jayaram, Bhavana, Vijeesh, TG Ravi, Vijayakumar, Baby Rehna, Baby Mareena. The film is directed by Deepu Karunakaran. Fed up with the fast-paced city life, Ramdas and his wife decide to move to a quiet bungalow on the outskirts of the city. However, some strange occurences in the neighbourbood put their lives at risk. Watch the full movie, Winter online, only on Hotstar.",Thriller,2009,U/A 13+,110,not present,not present,movie
1770002586,100% Love,"Unemployed Rahul falls for Anuradha, who works in a software company. He joins the same firm to pursue her, but she turns him down for an unknown reason.",Romance,2012,U,159,not present,not present,movie
1000158348,Pakal,"While covering the plight of the farmers of Pannakamkudi for his TV channel, reporter Nandakuma finds himself getting involved in their problems.",Drama,2006,U/A 13+,94,not present,not present,movie
1260054848,Flora & Ulysses,"Flora, an imaginative 10-year old cynic, couldn't have predicted that her little superhero squirrel will have the uncanny knack for helping her and her family.",Adventure,2021,U/A 7+,90,not present,not present,movie
1100022770,Mantra 2,"Having moved to a new city for a job, Mantra stays with an elderly couple as a paying guest. Things go wrong when she realises something is wrong with them.",Thriller,2015,U/A 16+,103,not present,not present,movie
1770000287,Kingsman: The Secret Service,"When Gary Unwin meets suave agent Harry Hart, he realizes his great potential and enlists Gary as a trainee in the secret service.",Action,2015,U/A 16+,123,not present,not present,movie
1000235579,Nine,"An astrophysicist leaves for the Himalayas with his son to research an incoming comet. However, that journey may just prove to be a costly mistake.",Thriller,2019,U/A 13+,141,not present,not present,movie
1610005810,I Witness,"While trying to break his writer's block, a man finds solace in an old typewriter that turns everything typed into it a reality.",Drama,2016,U/A 13+,19,not present,not present,movie
1260039751,Wild_Life: The Big Freeze With Bertie Gregory,"Wildlife filmmaker Bertie Gregory travels to the edge of the Canadian Arctic, to capture a unique group of animals who have thrived there.",Animals & Nature,2020,U/A 7+,42,not present,not present,movie
1000069349,Canvas,"Manaf Hussain signs Madhuri to act in a play. Based on Yayati, an ancestor of the Pandavas who falls for two women, the play begins mirroring real lives.",Drama,2005,U/A 13+,96,not present,not present,movie
1000110058,Chief Minister K R Gowthami,"Gowthami, a loyal politician, becomes the chief minister with one aim - eradicating corruption. However, she faces many challenges in her way.",Drama,1994,U/A 16+,143,not present,not present,movie
1260067575,Happier Than Ever: A Love Letter to Los Angeles,"Billie Eilish makes her Disney+ debut with ""Happier Than Ever: A Love Letter to Los Angeles.""",Musical,2021,U/A 13+,65,not present,not present,movie
1770002725,Chalo Paltai,"Chalo Paltai is a Bengali drama, starring Prosenjit Chatterjee, Aryann Bhowmik and Tathoi Deb. Gaurav (Bhowmik), preparing for his board exams, is more interested in cricket than in studies. Shubhomoy (Chatterjee), a single parent and harassed father, is constantly worried by his son's failure. Watch the full movie, Chalo Paltai, online, only on Hotstar.",Drama,2011,U,136,not present,not present,movie
1000231418,Tarini,"Experience the journey of first ever crew of six women from the Indian Navy, who broke barriers and circumnavigated the world through extreme conditions.",Documentary,2019,U,45,not present,not present,movie
1000051260,Shool,"Samar, an honest cop, must deal with a brutal and lawless system created by Bachchu Yadav, who threatens his integrity.",Crime,1999,U/A 13+,100,not present,not present,movie
1000110176,Indriyam,A group of students camping in a forest accidentally set free a spirit who is out to avenge her murder. What happens when she begins to kill them one by one?,Horror,2000,U/A 16+,128,not present,not present,movie
1000064118,Love to Love,"Arjun and Anu meet while travelling to their respective hometowns from London and fall in love. However, a lot of complications soon arise.",Romance,2013,U/A 13+,145,not present,not present,movie
1000101674,Cheriya Kallanum Valiya Polisum,"Sadasivan becomes a saviour to a family whose head has committed suicide. He even protects the widow from evil eyes. Surely, this is not without a motive.",Comedy,2010,U/A 13+,106,not present,not present,movie
1000107525,Chakram,Truck driver Chandrahasan's life is shattered when his wife gets kidnapped by his friend Giri. Will he succeed in finding them on time?,Action,2003,U/A 13+,135,not present,not present,movie
1836062430,U -Turn,"A strong and influential man is going to punish his daughter for her sin, on the way he experiences a supernatural incident that changes everything",Drama,2021,U/A 7+,32,not present,not present,movie
1000040309,Hotel California,A don is assigned the task of transporting a counterfeit DVD of an upcoming movie through the airport. What follows next is a hilarious turn of events.,Comedy,2013,U/A 16+,128,not present,not present,movie
1260018039,The Sixth Sense,A boy who communicates with spirits that don't know they are dead seeks the help of a disheartened child psychologist.,Mystery,1999,U/A 16+,107,not present,not present,movie
1836044019,Periods,A woman's beautiful journey through the most difficult times of the month.,Drama,2018,U/A 13+,9,not present,not present,movie
1000108947,Ishtadanam,"Manikyamangalam follows a tradition of passing on property to the grandchildren. Unfortunately for him, none of his three sons has kids. What will he do now?",Romance,1997,U,142,not present,not present,movie
1260039894,Wild Portugal,Witness Europe's Wild West where packs of wolves stalk herds of ancient mustangs and tree-climbing carnivores keep entire forests on edge.,Animals & Nature,2020,U/A 7+,44,not present,not present,movie
1770003142,Kelor Kirti,"Kelor Kirti is a Bengali comedy starring Jisshu Sengupta. It is about a bunch of couples and the chaos and misunderstandings that take place when a glamorous woman enters their lives, thus leading to some humorous situations. Watch the full movie, Kelor Kirti, online, only on Hotstar.",Comedy,2016,U/A 13+,146,not present,not present,movie
1000056091,Once Upon A Time in Mumbai Dobaara!,"Dreaded gangster Shoaib Khan falls for Jasmine, an aspiring actress. What happens when he learns his closest associate is also in love with her?
Shoaib Khan (Akshay Kumar) returns to Mumbai from the Middle East, takes on a protégé Aslam (Imran Khan) and falls in love with Jasmine (Sonakshi Sinha). Is happiness in his destiny? The film also stars Sonali Bendre and Mahesh Manjrekar.",Action,2013,U/A 13+,143,not present,not present,movie
1260052717,#PuranaPyaar,"An old couple elopes from an old-age home for one last shot at love. While discovering romance afresh on their adventure, their past catches up with them.",Romance,2021,U/A 13+,21,not present,not present,movie
1000193085,Yaraana,"Forced to marry a psychopath, Lalita escapes from his clutches on her wedding day. However, the past soon haunts her.",Thriller,1995,U,123,not present,not present,movie
1260027291,The Little Mermaid: Ariel's Beginning,"In the kingdom of Atlantica where music is forbidden, Ariel discovers her love of an underground music club and sets off to an adventure to revive music.",Animation,2008,U,74,not present,not present,movie
1260016021,Star Wars: A New Hope,"After the formation of Empire, Luke meets Obi-Wan Kenobi, who begins his Jedi training by taking him on a daring mission to rescue Princess Leia.",Science Fiction,1977,U/A 7+,124,not present,not present,movie
1000059189,Raja Rani,"John and Regina get married only to please their parents but are unhappy. However, things change when they find out about each other's pasts.",Romance,2013,U,156,not present,not present,movie
1000069756,Veera Simha,"Simhadri is a messiah who saves and protects the poor. While he holds his father responsible for his mother's death, he soon learns a shocking truth about it.",Drama,2006,U/A 13+,107,not present,not present,movie
1000216075,Munna Dada,"Family issues make Sathya befriend Mandhiramoorthy, a powerful political don. Meanwhile, Soundarapandian, a policeman, plans to take down the gang.",Action,2017,U/A 16+,122,not present,not present,movie
1000044259,Kal Manja,"Scriptwriter Manja is asked by his boss to pen a love letter and send it to a fake name and address, which, by a twist of fate, turn out to be real.",Comedy,2011,U/A 13+,139,not present,not present,movie
1260083987,Once Upon A Time in Mumbaai,"Sultan rules the hearts but tops the wanted list. However, his reign in Mumbai is threatened when his protégé turns overambitious and a bloodbath ensues.",Action,2010,U/A 13+,128,not present,not present,movie
1000233084,Adventures of Jojo,"12-year-old Jojo is on a trip to the jungles of Boropahari, where he discovers friendship and the plight of innocent wild animals at the hands of poachers.",Kids,2018,U,115,not present,not present,movie
1000067360,Adavaluku Matrame,"Three female co-workers decide to take action against their lecherous boss. However, a strange turn of events lands them with the corpse of a terrorist!",Drama,1996,U/A 13+,126,not present,not present,movie
1000154918,Gulabi Talkies,"After her husband abandons her, Gulabi leads a lonely life. She loves cinema, and when her family gifts her a television, villagers begin to flock to her house.",Drama,2008,U/A 7+,123,not present,not present,movie
1260102772,Main Aur Charles,"Charles was charming and charismatic but evil personified. Known as the bikini killer, he was the most wanted criminal. Inspired by true events.",Crime,2015,U/A 16+,112,not present,not present,movie
1000237699,Ratsasan,An aspiring film director becomes a cop after his father's death. Now he has to catch a psychopath who is killing school girls before his niece is endangered.,Thriller,2018,U/A 16+,143,not present,not present,movie
1260017842,Bolt,The star of a hit TV show sets off on a cross country journey when he is sent to New York City instead of his Hollywood soundstage.,Animation,2008,U,96,not present,not present,movie
1836051492,Naaz,A daughter does something in the meeting to open her father eye,Drama,2020,U,17,not present,not present,movie
1000056889,Mahesh,"Lovers Shiva and Sindhya get married after she gets pregnant. Her psychiatrist brother comes up with a plan to get him a job, but what are his true intentions?",Comedy,2013,U/A 13+,118,not present,not present,movie
1000105981,Aayushkalam,"Aayushkalam is a Malayalam fantasy drama starring Jayaram, Sreenivasan, Mukesh and Saikumar, directed by Kamal Master. Balakrishna is a heart patient and receives a heart transplant from Aby who dies. Soon he begins to see the ghost of Aby who wants Balakrishna to investigate his death. Watch the full movie online, only on Hotstar.",Comedy,1992,U/A 13+,133,not present,not present,movie
1260099852,Expectations,"When a depressed young man tries to take a drastic step, his parents struggle to understand his motive.",Family,2022,U/A 16+,12,not present,not present,movie
1260016856,A Goofy Movie,Goofy is driven to distraction when he takes Max on a fishing trip to bridge the generation gap and spend some quality time bonding with his offspring.,Animation,1995,U,77,not present,not present,movie
1100020491,Jhansi,"An underage girl gets kidnapped and raped by her uncle. A fierce and diligent cop, Jhansi enters her life as a saviour to bring the culprits to justice.",Crime,2018,U/A 16+,93,not present,not present,movie
1770002762,Power,"Power is a Bengali action comedy starring Jeet, Sayantika Banerjee and Nusrat Jahan, directed by Rajiv Kumar.  A young man who wants to become a police officer has to pose as his lookalike to rescue the brother of the Home Minister. Watch the full movie, Power, online, only on Hotstar.",Action,2016,U/A 13+,150,not present,not present,movie
1260086573,Ready,"Prem and his family devise a strategy to reform his girlfriend, Sanjana’s mafia uncles who want to inherit her wealth.",Comedy,2011,U/A 7+,138,not present,not present,movie
1000066865,Prema Katha,"Suri, a young man from a rural area, falls in love and pays for it with his life. The narrative takes form of a mother recalling the tragic story of her son.",Drama,1999,U/A 13+,123,not present,not present,movie
1000074496,Kerintha,Three young couples are forced to face the harsh realities of life and decide to part ways. Will they ever reunite?,Romance,2015,U/A 13+,134,not present,not present,movie
1100061704,Waah..! Tera Kya Kehna,"An innocent Raj gets trapped by his cunning elder brothers. The tables turn when his lookalike, Banne Khan, takes his place.",Comedy,2002,U/A 7+,132,not present,not present,movie
1770000661,Rio,"Blu is a Spix's macaw born in Rio De Janeiro but raised in Moose Lake, Minnesota. He meets Jewel and goes on an adventure to Rio de Janeiro with her.",Animation,2011,U,91,not present,not present,movie
1000208477,Lamhaa,An Indian intelligence agent named Vikram is sent to Kashmir to find who is responsible for the extremist attacks. The investigation opens some dirty secrets.,Action,2010,A,111,not present,not present,movie
1000080774,Sound Thoma,"When a stingy father refuses to spend on his son's surgery for a cleft lip, he decides to teach him a lesson by depicting him as a generous person in town.",Comedy,2013,U/A 13+,146,not present,not present,movie
1000044069,Dandam Dashagunam,"ACP Surya falls for Maya, a teacher. When she is kidnapped by a drug mafia don, the tough cop takes charge of the situation.",Action,2011,U/A 16+,115,not present,not present,movie
1260026997,Marvel Rising: Chasing Ghosts,Ghost-Spider teams-up with the Secret Warriors to bring down the villains Sheath and Exile. Can Quake convince Ghost-Spider to join the team?,Animation,2019,U,22,not present,not present,movie
1260067623,Sepia,"Struggling with their shortcomings, a couple's life changes on one fateful evening. As the emotions run high, they realise the one string holding them together.",Drama,2019,U/A 13+,30,not present,not present,movie
1000035414,Yuddham Sei,"JK, a cop, gets pulled into an important case just as he decides to go on leave. Soon, he gets caught in a web of gruesome and intriguing developments.",Thriller,2011,U/A 16+,142,not present,not present,movie
1000224509,Maasthi Gudi,"Maasthi leads an isolated life near a forest. On learning that tigers are illegally being hunted and killed, he sets out to save them and make things right.",Action,2017,U/A 16+,116,not present,not present,movie
1000107337,Happy New Year,"After a New Year's Eve party, a drunk Swapna witnesses a murder. The killers spot her and begin to trail her.",Thriller,2008,U/A 16+,117,not present,not present,movie
1000100281,Ziddi,Deva’s life is shattered when the police implicate him in the murder of his brother and sister. Will he be able to prove his innocence?,Drama,1997,U/A 16+,149,not present,not present,movie
1770015443,Moh Maya Money,"Aman, a real estate broker dreams of living life kingsize. In a bid to break out of his humdrum existence, he lands in a troublesome real estate deal.",Crime,2016,U/A 16+,104,not present,not present,movie
1000055380,Vikramarkudu,"Sathi Babu promises his girlfriend to give up his life of crime but ends up stealing a trunk full of money. However, something unexpected awaits in the trunk.",Action,2006,U/A 16+,135,not present,not present,movie
1260011260,Sweater,"After facing multiple rejections, Tuku agrees to learn knitting at the insistence of a prospective mother-in-law, only to rediscover her life and relationships.",Drama,2019,U,110,not present,not present,movie
1000087356,Taxi No. 1,"After returning from the US, Raksha decides to go sight-seeing. She has a tiff with the cab driver, but she realises that she has fallen in love with him.",Action,2009,U/A 7+,117,not present,not present,movie
1260072588,Gully Rowdy,"Vasu hates gang wars but is forced to continue the 'rowdy' business for his lady love, Neha. But will she stay with Vasu and his ways?",Action,2021,U/A 16+,139,not present,not present,movie
1000108597,Adarsavanthudu,"When two siblings go against their father's will to choose a career of their liking, an unexpected rivalry takes over their relationship. Who will win?",Drama,1995,U/A 13+,142,not present,not present,movie
1260012166,Hyper,"A loving son comes forward to help his father, an honest government employee, who is being harassed by a corrupt politician.",Action,2016,U/A 13+,129,not present,not present,movie
1260018233,Star Wars: The Clone Wars,"After the Republic's victory on Christophsis, Anakin and his new apprentice Ahsoka Tano must rescue the kidnapped son of Jabba the Hutt.",Animation,2008,U/A 7+,97,not present,not present,movie
1000068946,Thalli Bhadyata,"School teacher Suma and local inspector Charanraj are old friends. When he finds out the reason behind her reclusive lifestyle, he decides to make her happy.",Drama,1997,U/A 13+,143,not present,not present,movie
1260068916,A Spark Story,Two Pixar filmmakers strive to bring their uniquely personal SparkShorts visions to the screen.,Documentary,2021,U/A 7+,86,not present,not present,movie
1260104788,Elaan,"A principled officer’s eldest son, Vikas is killed in a planned accident. While the family is grief-stricken, the younger son, Vishal goes rogue.",Action,1994,A,111,not present,not present,movie
1260040290,Sadugudu Vandi,"After struggling to find a decent job, Shiva decides to become a taxi driver. However, things take a spooky turn after a series of mysterious deaths in the car.",Horror,2018,U/A 16+,131,not present,not present,movie
1260106359,Sundari,Sundari is the most ignored girl on this planet. One day Cinderella moment happens in her life. She discovers her beauty and strength. Which she always has like every girl on this planet.,Drama,2022,U/A 13+,19,not present,not present,movie
1260010876,Aatma Ka Ghar,"Newlyweds Harsha and Mohini move into their new home unaware of a lurking evil spirit. Things take a turn for the worse, when the spirit does the unthinkable.",Horror,2012,U/A 16+,111,not present,not present,movie
1260014725,Ralph Breaks The Internet,"Ralph and Vanellope von Schweetz navigate the vast and dynamic world wide web in search of a replacement part to save Vanellope's game, Sugar Rush.",Animation,2018,U/A 7+,113,not present,not present,movie
1770000943,X-Men,Marie runs away from home and hitches a ride with a mutant known as Wolverine. Charles Xavier sends Storm and Cyclops to bring them back.,Superhero,2000,U/A 13+,104,not present,not present,movie
1260027295,Lady And The Tramp II: Scamp's Adventure,"In search of adventure and real dog life, Scamp the son of Lady and the Tramp runs away to join a gang of junkyard dogs.",Animation,2001,U,66,not present,not present,movie
1000109185,Dus Lakh,Gokulchand and his children's miserable lives change drastically after they inherit Rs 10 lakh from a relative. What new changes will this money bring?,Comedy,1966,U,140,not present,not present,movie
1260018186,Enchanted,"An evil queen banishes princess Giselle from her magical land to the streets of Manhattan, where she falls in love with a charmingly flawed divorce lawyer.",Family,2007,U/A 7+,107,not present,not present,movie
1000068427,Coffee Ani Barach Kahi,"With absolutely polar-opposite beliefs about love, Jaai and Nishad make an unlikely pair. But, as they say, sparks fly when opposites attract!",Romance,2015,U,94,not present,not present,movie
1260027278,Aladdin: The Return of Jafar,"Jafar comes for revenge on Aladdin, using a foolish thief and Iago's treachery to find a way back into power.",Animation,1994,U,69,not present,not present,movie
1000044257,Body Guard,"After an attack on his life, a politician hires Jaykrishna as his daughter Ammu's bodyguard. Ammu pretends to love him. Will fake love become real?",Romance,2011,U/A 7+,138,not present,not present,movie
1000063882,Siva,"When consequences drive Siva to contemplate suicide, a twist in the tale makes him rethink his decision and fight evil in the pursuit of redemption.",Drama,1990,U/A 13+,117,not present,not present,movie
1770002778,Pratyaghat,"Pratyaghat is a Bengali thriller, starring Sayan, Sinjini, Sumanta Mukherjee, Raja Chatterjee, Ranajoy Bhattacharya, Narayan Ray and Sarmistha Chakraborty, directed by Rik Das. Sayan Choudhary (Sayan) joins the police force. He is assigned to unearth the mystery behind the disappearance of Kakoli Thakur’s parents in Pratapgarh. Will Sayan be able to solve the case that shook the village ten years ago? Watch the full movie Pratyaghat, online, only on Hotstar.",Thriller,2012,U/A 13+,130,not present,not present,movie
1770002253,The Last King Of Scotland,"Nicholas Garrigan, a medical grad student, exposes the Idi Amin's brutal regime from his perspective.",Historical,2006,U/A 16+,117,not present,not present,movie
1000109486,Abhinivesham,"Wanting to marry a rich man, Sathi turns down Babu's proposal. Finding no luck, she plots to make him rich and marry him. But will she succeed in her scheme?",Drama,1977,U/A 7+,144,not present,not present,movie
1770020827,7 Days In Hell,Tennis champions Aaron Williams and Charles Poole have an epic tennis match that lasts for seven days.,Historical,2015,A,41,not present,not present,movie
1000102191,Positive,"Raju runs a music band with friends. A chance encounter with Jyothi leads to romance. When she disappears without a trace, he finds himself accused of murder.",Romance,2008,U/A 16+,148,not present,not present,movie
1260063730,Luca,"The movie is a coming-of-age story about one young boy experiencing an unforgettable summer filled with gelato, pasta and endless scooter rides.",Animation,2021,U/A 7+,95,not present,not present,movie
1000040305,Anwar,"Anwar is a big name in the crime world. However, when he is assigned the responsibility of transporting terrorists to Mumbai, he decides to reveal his true colours. This film is loosely based on the American spy thriller, Traitor.",Action,2007,U/A 16+,126,not present,not present,movie
1000094296,Hailesa,A wheelchair-bound man's desperate attempts to trace his lost love and daughter lead to well-meaning guys 'finding' his offspring and chaos ensue.,Comedy,2009,U/A 13+,132,not present,not present,movie
1100022769,Manathil Nindraval,Aditya and Varsha are head over heels in love with each other. But will they be able to get past their differences and get their happily ever after?,Romance,2018,U/A 13+,129,not present,not present,movie
1260022868,Forky Asks A Question: What is a Computer?,Trixie explains to Forky what a computer does as they experience the common stresses of technology.,Animation,2019,U,3,not present,not present,movie
1000151698,Kakkathamburatti,"Janamma falls in love with Rajappan, who works under her father, a butcher. He marries her without any dowry. However, their married life becomes a struggle.",Drama,1970,U,135,not present,not present,movie
1000104634,Lakshmi Mahima,"Goddess Lakshmi is the mediator between Vishnu and his devotees. But it is her embodiment of love, forgiveness and fortune that makes her auspicious.",Drama,2011,U/A 13+,112,not present,not present,movie
1000169297,Bhaktha Markandeya,Lord Shiva blesses Mrukanda Maharshi with a child. Markandeya is meant to live only till he is 16. But he worships Shiva with devotion and even overcomes Yama.,Mythology,1956,U,130,not present,not present,movie
1836063272,Brahmtal,A couple meets a mysterious real estate broker who provides flats for the tenant. Every flat has its magical story.,Thriller,2021,A,20,not present,not present,movie
1000101920,Bilee Hendthi,"In love and engaged to Gopinath, Sharada is very attached to her future in-laws. What happens when Gopinath returns from the US with a white woman as his wife?",Drama,1975,U/A 7+,119,not present,not present,movie
1770020940,In Tahrir Square: 18 Days Of Egypt's Unfinished Revolution,The documentary helps audiences experience first-hand the mass revolt that brought down a dictator and changed Egypt forever.,Documentary,2012,U/A 16+,35,not present,not present,movie
1000163605,Poomarathanalil,"Poomarathanalil is a Malayalam drama movie starring Sreenivasa Varma, Devan, Anju, Vijayakumar, Ushakumari, Janardhanan, Mala Aravindan and directed by A K Muraleedharan. Nancy is the only daughter of Susanna. After her father's death, their family business is run by Nancy's uncle who is determined to rob her of her inheritance. Watch the full movie, Poomarathanalil, online, only on Hotstar.",Drama,1997,U/A 16+,120,not present,not present,movie
1260068802,Gumnaam,"Eight people get stranded on an island with a killer on the loose. As they are murdered one by one, everyone becomes a suspect.",Thriller,1965,U/A 13+,135,not present,not present,movie
1000164505,Vanaprastham,"An Indo-French-German co-production, Vanaprastham is a Malayalam period romance, starring Mohanlal, Suhasini, Mattannur Sankarankutty Marar, Kalamandalam Gopi and Venmani Haridas. The film is directed by Shaji N. Karun. The story unfolds in the 40’s era in Travancore. Subhadra, a woman belonging to an aristocratic family falls in love with Kunhikuttan, a Kathakali artiste. Watch the full movie, Vanaprastham online, only on Hotstar.",Drama,1999,U,114,not present,not present,movie
1260073485,The Hideout,"Growing up, we all make friends and so did Jim. However, his friend was imaginary. What will happen when he makes real ones?",Drama,2015,U/A 7+,15,not present,not present,movie
1260044499,The Young Black Stallion,"This is about the adventures of a young stallion and a girl, Neera, who has been separated from her father in the Arabian Desert.",Family,2003,U,50,not present,not present,movie
1000100891,Ingane Oru Nilapakshi,Uma is in love with her childhood friend Charley and believes he loves her too. But Charley leaves to learn music and returns with Manasi.,Romance,2000,U,148,not present,not present,movie
1000233906,RX100,"Shiva falls in love with Indu, the daughter of a local politician. When circumstances separate the lovers, Shiva discovers Indu's ulterior motive.",Action,2018,U/A 16+,118,not present,not present,movie
1770002022,Confirmation,"Judge Clarence Thomas' nomination to the Supreme Court is called into question when former colleague, Anita Hill, testifies that he had sexually harassed her.",Historical,2016,U/A 16+,105,not present,not present,movie
1000225694,Megafactories: Coca Cola,With Megafactories learn how Coca-Cola recycles their bottles and how tons of gallons of Coke reaches all it's manufacturing plants worldwide.,Science,2017,U/A 7+,45,not present,not present,movie
1000160546,Janatha Garage,"Satyam's Janatha Garage becomes famous as a place where justice is served. His reputation is at stake after he meets Anand, an environmental science student.",Action,2016,U/A 13+,131,not present,not present,movie
1610015506,A Simple Plan,"The best-laid plans often go awry. When a man sets out to nab two kidnappers, will his plan unfold perfectly or will he pay a hefty price for his recklessness?",Drama,2020,U/A 16+,20,not present,not present,movie
1260027571,Sky High,"William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",Adventure,2005,U/A 7+,99,not present,not present,movie
1260052716,#ChoriChoriPyaar,"Two kleptomaniacs decide to challenge each other in theft. However, they end up stealing something that they did not expect at all.",Romance,2021,U/A 13+,17,not present,not present,movie
1000055954,Mask,"To woo the police chief's daughter is no mean task for martial arts expert Anandan. However, things get ugly when he's caught in a police-mafia crossfire.",Action,2012,U/A 13+,147,not present,not present,movie
1000037742,Keerthichakra,"Based on true events related to insurgency in Kashmir, the film is about Major Mahadevan and team of NSG commandos who are assigned to counter terrorist activities in the state.",Action,2006,U/A 16+,140,not present,not present,movie
